start something,[-1.26653782]
be,[ 0.07617572]
its story,[ 0.07618721]
one won,[ 0.07618721]
story i,[ 0.07618721]
to its,[ 0.07618721]
to stick,[ 0.07618721]
know more,[ 0.07621286]
maybe i,[ 0.07625632]
start didn,[ 0.07633568]
allowances,[ 0.07634549]
allowances for,[ 0.07634549]
and makes,[ 0.07634549]
for human,[ 0.07634549]
human error,[ 0.07634549]
keeps up,[ 0.07634549]
makes allowances,[ 0.07634549]
that keeps,[ 0.07634549]
with and,[ 0.07634549]
admin,[ 0.07635916]
admin bit,[ 0.07635916]
the admin,[ 0.07635916]
too but,[ 0.07635916]
all honesty,[ 0.07635954]
honesty,[ 0.07635954]
honesty i,[ 0.07635954]
to hawaii,[ 0.07635954]
amazing also,[ 0.07645914]
everybody talks,[ 0.07645914]
weather it,[ 0.07645914]
days though,[ 0.07653287]
often these,[ 0.07653287]
t check,[ 0.07653287]
it always,[ 0.07653327]
for tutors,[ 0.07673713]
mean tutoring,[ 0.07673713]
test for,[ 0.07673713]
test like,[ 0.07673713]
tutoring,[ 0.07673713]
tutoring test,[ 0.07673713]
tutors,[ 0.07673713]
tutors end,[ 0.07673713]
a book,[ 0.07673967]
eh,[ 0.07679224]
a pot,[ 0.07680011]
agency for,[ 0.07680011]
pot,[ 0.07680011]
promoting,[ 0.07680011]
promoting the,[ 0.07680011]
services of,[ 0.07680011]
the ad,[ 0.07680011]
the services,[ 0.07680011]
was promoting,[ 0.07680011]
uhh,[ 0.07680407]
uhh end,[ 0.07680407]
columns,[ 0.07683128]
columns on,[ 0.07683128]
lovely thing,[ 0.07683128]
my columns,[ 0.07683128]
write my,[ 0.07683128]
chap,[ 0.07683632]
chap end,[ 0.07683632]
colourful,[ 0.07683632]
colourful chap,[ 0.07683632]
pretty colourful,[ 0.07683632]
is left,[ 0.07684092]
shots,[ 0.07685879]
i may,[ 0.0768732]
may zip,[ 0.0768732]
street to,[ 0.0768732]
to wall,[ 0.0768732]
wall street,[ 0.0768732]
zip,[ 0.0768732]
zip down,[ 0.0768732]
alone nor,[ 0.07698192]
group because,[ 0.07698192]
nor just,[ 0.07698192]
one alone,[ 0.07698192]
one group,[ 0.07698192]
relig,[ 0.07698192]
with relig,[ 0.07698192]
hip end,[ 0.07702034]
hip or,[ 0.07702034]
like starbucks,[ 0.07702034]
or williamsburg,[ 0.07702034]
starbucks,[ 0.07702034]
starbucks hip,[ 0.07702034]
williamsburg,[ 0.07702034]
williamsburg hip,[ 0.07702034]
because things,[ 0.07702446]
end because,[ 0.07702446]
journalism,[ 0.07702446]
journalism in,[ 0.07702446]
local journalism,[ 0.07702446]
of local,[ 0.07702446]
at night,[ 0.07704092]
better then,[ 0.07705389]
one better,[ 0.07705389]
what made,[ 0.07705389]
t sound,[ 0.0770562]
be really,[ 0.07707201]
complicated situations,[ 0.07707836]
just personal,[ 0.07707836]
personal stuff,[ 0.07707836]
situations,[ 0.07707836]
situations but,[ 0.07707836]
stuff complicated,[ 0.07707836]
if she,[ 0.07707914]
she were,[ 0.07707914]
were though,[ 0.07707914]
taking,[ 0.07710764]
s office,[ 0.07713245]
good getting,[ 0.07724487]
now though,[ 0.07724487]
though it,[ 0.07724487]
capital,[ 0.07729202]
capital o,[ 0.07729202]
deliberate,[ 0.07729202]
in now,[ 0.07729202]
m wondering,[ 0.07729202]
now was,[ 0.07729202]
o in,[ 0.07729202]
that capital,[ 0.07729202]
was deliberate,[ 0.07729202]
do,[ 0.07729569]
an apple,[ 0.0773038]
an arrow,[ 0.0773038]
arrow,[ 0.0773038]
arrow fruit,[ 0.0773038]
fruit flies,[ 0.0773038]
time flies,[ 0.0773038]
abandon,[ 0.07730573]
abandon philosophy,[ 0.07730573]
now where,[ 0.07730573]
philosophy for,[ 0.07730573]
s abandon,[ 0.07730573]
well let,[ 0.07730573]
is if,[ 0.07735148]
actually not,[ 0.07740499]
spanish literature,[ 0.07740499]
very familiar,[ 0.07740499]
with spanish,[ 0.07740499]
accent does,[ 0.07742306]
computer have,[ 0.07742306]
of accent,[ 0.07742306]
re the,[ 0.07745227]
boring me,[ 0.07747298]
really so,[ 0.07751902]
feel at,[ 0.07752683]
22 when,[ 0.07757728]
got married,[ 0.07757728]
had her,[ 0.07757728]
her i,[ 0.07757728]
i th,[ 0.07757728]
married quite,[ 0.07757728]
quite young,[ 0.07757728]
was 22,[ 0.07757728]
young i,[ 0.07757728]
at geography,[ 0.07768563]
but last,[ 0.07768563]
geography,[ 0.07768563]
geography but,[ 0.07768563]
great at,[ 0.07768563]
that great,[ 0.07768563]
election in,[ 0.07770084]
every single,[ 0.07770084]
single election,[ 0.07770084]
taken part,[ 0.07770084]
human like,[ 0.07777483]
so human,[ 0.07777483]
a mes,[ 0.07779601]
clean up,[ 0.07779601]
drive is,[ 0.07779601]
hard drive,[ 0.07779601]
having to,[ 0.07779601]
mes,[ 0.07779601]
the hard,[ 0.07779601]
then having,[ 0.07779601]
to clean,[ 0.07779601]
trick question,[ 0.07802257]
divy,[ 0.07808499]
divy up,[ 0.07808499]
is judgement,[ 0.07808499]
judgement may,[ 0.07808499]
money but,[ 0.07808499]
my judgement,[ 0.07808499]
not divy,[ 0.07808499]
up money,[ 0.07808499]
computer that,[ 0.0780918]
hard test,[ 0.0780918]
test making,[ 0.0780918]
assume anyway,[ 0.07817079]
i assume,[ 0.07817079]
always imagined,[ 0.07821679]
feet i,[ 0.07821679]
he used,[ 0.07821679]
his feet,[ 0.07821679]
imagined,[ 0.07821679]
imagined him,[ 0.07821679]
know he,[ 0.07821679]
used his,[ 0.07821679]
howeverm,[ 0.07822835]
howeverm born,[ 0.07822835]
in many,[ 0.07822835]
not howeverm,[ 0.07822835]
start up,[ 0.07822835]
any issues,[ 0.07827073]
issues or,[ 0.07827073]
oh hope,[ 0.07827073]
or porblems,[ 0.07827073]
porblems,[ 0.07827073]
porblems where,[ 0.07827073]
publ,[ 0.07827073]
where publ,[ 0.07827073]
civilization,[ 0.07828021]
you very,[ 0.07835194]
gone together,[ 0.07836702]
hoped,[ 0.07836702]
hoped the,[ 0.07836702]
really hoped,[ 0.07836702]
the worst,[ 0.07836702]
together with,[ 0.07836702]
was gone,[ 0.07836702]
worst,[ 0.07836702]
worst time,[ 0.07836702]
me what,[ 0.07841807]
be more,[ 0.0785505]
all thi,[ 0.0786205]
aristotle,[ 0.0786205]
aristotle recommended,[ 0.0786205]
enough aristotle,[ 0.0786205]
moderation,[ 0.0786205]
moderation in,[ 0.0786205]
recommended,[ 0.0786205]
recommended moderation,[ 0.0786205]
true enough,[ 0.0786205]
emotional he,[ 0.07865488]
great player,[ 0.07865488]
player and,[ 0.07865488]
was emotional,[ 0.07865488]
a cigar,[ 0.0786882]
a reall,[ 0.0786882]
bar yet,[ 0.0786882]
cigar,[ 0.0786882]
cigar bar,[ 0.0786882]
reall see,[ 0.0786882]
yet there,[ 0.0786882]
details,[ 0.07875525]
e mailed,[ 0.07875525]
he asked,[ 0.07875525]
just e,[ 0.07875525]
mailed,[ 0.07875525]
mailed the,[ 0.07875525]
organiser,[ 0.07875525]
organiser he,[ 0.07875525]
some details,[ 0.07875525]
the organiser,[ 0.07875525]
answer but,[ 0.07881738]
but wrong,[ 0.07881738]
consistent,[ 0.07881738]
consistent answer,[ 0.07881738]
start consistent,[ 0.07881738]
wrong unfortunately,[ 0.07881738]
wind,[ 0.07881903]
boy,[ 0.07883405]
back in,[ 0.07888167]
1st black,[ 0.07894754]
after the,[ 0.07894754]
natural that,[ 0.07894754]
only natural,[ 0.07894754]
that after,[ 0.07894754]
the 1st,[ 0.07894754]
then k,[ 0.07894754]
know,[ 0.07905909]
it because,[ 0.07906625]
develop,[ 0.07914878]
think a,[ 0.0791678]
lunch or,[ 0.0791816]
yes where,[ 0.0791816]
start definitely,[ 0.07920038]
enough money,[ 0.07924452]
money to,[ 0.07924452]
sorry you,[ 0.07925544]
all by,[ 0.07926888]
and usually,[ 0.07926888]
by himself,[ 0.07926888]
himself and,[ 0.07926888]
lives all,[ 0.07926888]
person that,[ 0.07926888]
that lives,[ 0.07926888]
usually doesn,[ 0.07926888]
you seem,[ 0.07932784]
looks,[ 0.0793476]
all throughout,[ 0.07940736]
but this,[ 0.07940736]
count all,[ 0.07940736]
they count,[ 0.07940736]
any interesting,[ 0.07940803]
a specif,[ 0.07941009]
do specialise,[ 0.07941009]
specialise,[ 0.07941009]
specialise in,[ 0.07941009]
specif,[ 0.07941009]
once end,[ 0.07955225]
or computer,[ 0.07958325]
better in,[ 0.07958549]
do better,[ 0.07958549]
good team,[ 0.07958549]
may do,[ 0.07958549]
mexico is,[ 0.07958549]
start mexico,[ 0.07958549]
team they,[ 0.07958549]
his most,[ 0.07964343]
it stimulating,[ 0.07964343]
stimulating,[ 0.07964343]
stimulating but,[ 0.07964343]
italian,[ 0.07967822]
and going,[ 0.07968208]
back now,[ 0.07968208]
going along,[ 0.07968208]
okay what,[ 0.07970183]
how can,[ 0.07971553]
aah i,[ 0.07972298]
actua,[ 0.07972298]
australian actua,[ 0.07972298]
do my,[ 0.07972298]
girlfriend is,[ 0.07972298]
is australian,[ 0.07972298]
see yes,[ 0.07972298]
few dis,[ 0.07974863]
internet friends,[ 0.07974863]
my internet,[ 0.07974863]
by is,[ 0.07979807]
really understand,[ 0.07979807]
and people,[ 0.07983798]
kids and,[ 0.07983798]
people walking,[ 0.07983798]
their dogs,[ 0.07983798]
usually kids,[ 0.07983798]
walking their,[ 0.07983798]
couple of,[ 0.07989208]
days it,[ 0.07989208]
it rained,[ 0.07989208]
of days,[ 0.07989208]
rained,[ 0.07989208]
rained the,[ 0.07989208]
time e,[ 0.07989208]
whole time,[ 0.07989208]
convincing programs,[ 0.07990264]
dealt,[ 0.07990264]
dealt with,[ 0.07990264]
way have,[ 0.07990264]
with very,[ 0.07990264]
you dealt,[ 0.07990264]
nice place,[ 0.07990482]
getting used,[ 0.07997327]
really silly,[ 0.07997327]
silly i,[ 0.07997327]
still getting,[ 0.07997327]
but would,[ 0.08003895]
florence but,[ 0.08003895]
to florence,[ 0.08003895]
opinions end,[ 0.08005565]
re doing,[ 0.08005762]
are having,[ 0.08009275]
a class,[ 0.0801853]
a resting,[ 0.0801853]
actually seems,[ 0.0801853]
mode this,[ 0.0801853]
resting,[ 0.0801853]
resting mode,[ 0.0801853]
by,[ 0.08022572]
like in,[ 0.08027708]
behind the,[ 0.08029305]
curtain,[ 0.08029305]
curtain end,[ 0.08029305]
laugh behind,[ 0.08029305]
lol trying,[ 0.08029305]
the curtain,[ 0.08029305]
to laugh,[ 0.08029305]
trying not,[ 0.08029305]
i tried,[ 0.08046985]
5min,[ 0.08053226]
5min with,[ 0.08053226]
the 5min,[ 0.08053226]
or is,[ 0.08054402]
an experience,[ 0.08064199]
bar where,[ 0.08065611]
indian bar,[ 0.08065611]
out they,[ 0.08065611]
start indian,[ 0.08065611]
steel workers,[ 0.08065611]
they t,[ 0.08065611]
where all,[ 0.08065611]
workers,[ 0.08065611]
workers hang,[ 0.08065611]
consoled,[ 0.08066939]
consoled hi,[ 0.08066939]
from reading,[ 0.08066939]
rainbow consoled,[ 0.08066939]
studying,[ 0.08073728]
walk,[ 0.08074282]
just have,[ 0.08075723]
do more,[ 0.08082889]
hours but,[ 0.08082889]
more hours,[ 0.08082889]
here i,[ 0.08088897]
respect him,[ 0.08088915]
test end,[ 0.08093008]
birthday,[ 0.08093185]
conversation a,[ 0.08096472]
have this,[ 0.08096472]
kick peopl,[ 0.08096472]
often kick,[ 0.08096472]
peopl,[ 0.08096472]
quite often,[ 0.08096472]
mall,[ 0.08096804]
bot lol,[ 0.08106163]
silly bot,[ 0.08106163]
start silly,[ 0.08106163]
words,[ 0.08108151]
with an,[ 0.08108972]
done,[ 0.08117739]
driver,[ 0.08121556]
video games,[ 0.08123279]
the hell,[ 0.08127503]
side has,[ 0.08129378]
a speech,[ 0.08136485]
research for,[ 0.08136485]
speech company,[ 0.08136485]
apple iphone,[ 0.08139206]
assistant on,[ 0.08139206]
iphone you,[ 0.08139206]
the apple,[ 0.08139206]
the virtual,[ 0.08139206]
virtual assistant,[ 0.08139206]
and made,[ 0.08139495]
caught up,[ 0.08139495]
her time,[ 0.08139495]
of her,[ 0.08139495]
politics of,[ 0.08139495]
the politics,[ 0.08139495]
was caught,[ 0.08139495]
africa was,[ 0.08141134]
dvoid,[ 0.08141134]
dvoid of,[ 0.08141134]
for saying,[ 0.08141134]
of intelligence,[ 0.08141134]
that africa,[ 0.08141134]
was dvoid,[ 0.08141134]
start artificial,[ 0.08147063]
is my,[ 0.08152395]
in en,[ 0.08152682]
sunny,[ 0.08159073]
be permanently,[ 0.08161234]
permanently,[ 0.08161234]
permanently available,[ 0.08161234]
the programs,[ 0.08165897]
hillary,[ 0.08172746]
hillary of,[ 0.08172746]
very hillary,[ 0.08172746]
for those,[ 0.08176331]
no patience,[ 0.08176331]
patience,[ 0.08176331]
patience for,[ 0.08176331]
those all,[ 0.08176331]
watch now,[ 0.08176331]
course they,[ 0.08178283]
never admit,[ 0.08178283]
they would,[ 0.08178283]
feet,[ 0.08181631]
help to,[ 0.08183401]
might help,[ 0.08183401]
objectives it,[ 0.08183401]
read so,[ 0.08183401]
s back,[ 0.08183401]
to objectives,[ 0.08183401]
northern,[ 0.08186872]
like her,[ 0.08192628]
15 35,[ 0.08193711]
35,[ 0.08193711]
35 second,[ 0.08193711]
all those,[ 0.08193711]
clips,[ 0.08193711]
clips must,[ 0.08193711]
from somewhere,[ 0.08193711]
must come,[ 0.08193711]
second clips,[ 0.08193711]
somewhere e,[ 0.08193711]
those 15,[ 0.08193711]
it make,[ 0.081956]
mistakes end,[ 0.081956]
or spelling,[ 0.081956]
spelling mistakes,[ 0.081956]
typos or,[ 0.081956]
who knows,[ 0.08196714]
here are,[ 0.08208444]
a golfball,[ 0.08214662]
golfball,[ 0.08214662]
golfball printer,[ 0.08214662]
in university,[ 0.08214662]
noisy we,[ 0.08214662]
printer,[ 0.08214662]
printer in,[ 0.08214662]
were noisy,[ 0.08214662]
alt,[ 0.08216387]
fyou,[ 0.0822016]
fyou can,[ 0.0822016]
i fyou,[ 0.0822016]
soprry,[ 0.0822016]
soprry i,[ 0.0822016]
start soprry,[ 0.0822016]
well she,[ 0.08221107]
arnold christian,[ 0.08222516]
christian jerry,[ 0.08222516]
daphney,[ 0.08222516]
daphney scooby,[ 0.08222516]
jerry,[ 0.08222516]
jerry daphney,[ 0.08222516]
megan arnold,[ 0.08222516]
scooby,[ 0.08222516]
scooby end,[ 0.08222516]
the context,[ 0.08226298]
when was,[ 0.08228967]
a delay,[ 0.08230866]
delay,[ 0.08230866]
delay on,[ 0.08230866]
no there,[ 0.08230866]
probably a,[ 0.08230866]
s probably,[ 0.08230866]
see later,[ 0.08230866]
the same,[ 0.08236457]
a summer,[ 0.08237578]
and l,[ 0.08237578]
ca i,[ 0.08237578]
in ca,[ 0.08237578]
summer and,[ 0.08237578]
there for,[ 0.08237578]
worked there,[ 0.08237578]
lead to,[ 0.08243764]
the lead,[ 0.08243764]
with being,[ 0.08243764]
well perhaps,[ 0.08245967]
ver,[ 0.0824632]
each medal,[ 0.08247228]
got two,[ 0.08247228]
hand you,[ 0.08247228]
medal s,[ 0.08247228]
on one,[ 0.08247228]
one hand,[ 0.08247228]
sides on,[ 0.08247228]
two sides,[ 0.08247228]
well each,[ 0.08247228]
you real,[ 0.08247228]
and classics,[ 0.08271404]
classics,[ 0.08271404]
classics end,[ 0.08271404]
fiction mystery,[ 0.08271404]
mystery and,[ 0.08271404]
some science,[ 0.08271404]
well some,[ 0.08271404]
s one,[ 0.08274203]
art world,[ 0.0827545]
in b,[ 0.0827545]
interesting niche,[ 0.0827545]
niche,[ 0.0827545]
niche of,[ 0.0827545]
world to,[ 0.0827545]
is definitely,[ 0.08279607]
beatles were,[ 0.08283302]
formal innovators,[ 0.08283302]
innovators,[ 0.08283302]
innovators through,[ 0.08283302]
start beatles,[ 0.08283302]
through and,[ 0.08283302]
were formal,[ 0.08283302]
ee,[ 0.08284473]
lake,[ 0.0828761]
lake before,[ 0.0828761]
sit by,[ 0.0828761]
soaked end,[ 0.0828761]
the lake,[ 0.0828761]
gu,[ 0.08295764]
gu end,[ 0.08295764]
that watson,[ 0.08295764]
watson gu,[ 0.08295764]
1 5,[ 0.08302182]
3 pst,[ 0.08302182]
5 3,[ 0.08302182]
pst,[ 0.08302182]
pst end,[ 0.08302182]
night what,[ 0.08303389]
oh this,[ 0.08303389]
that last,[ 0.08303389]
that more,[ 0.08303389]
but even,[ 0.08304914]
even hugh,[ 0.08304914]
loebner said,[ 0.08304914]
pace,[ 0.08304914]
pace of,[ 0.08304914]
said the,[ 0.08304914]
shame but,[ 0.08304914]
the pace,[ 0.08304914]
happy,[ 0.08311851]
interesting than,[ 0.08320048]
most things,[ 0.08320048]
rel,[ 0.08320048]
s rel,[ 0.08320048]
things that,[ 0.08320048]
that does,[ 0.08323404]
print,[ 0.08331821]
print well,[ 0.08331821]
start print,[ 0.08331821]
web i,[ 0.08331821]
well on,[ 0.08331821]
by each,[ 0.08338991]
ideas by,[ 0.08338991]
other he,[ 0.08338991]
run ideas,[ 0.08338991]
s q,[ 0.08338991]
sometimes we,[ 0.08338991]
start groups,[ 0.08338991]
we run,[ 0.08338991]
side,[ 0.08340089]
called it,[ 0.08340186]
did manage,[ 0.08340186]
dollar20,[ 0.08340186]
dollar20 then,[ 0.08340186]
lose dollar20,[ 0.08340186]
then called,[ 0.08340186]
to lose,[ 0.08340186]
an unusual,[ 0.08346077]
be part,[ 0.08346077]
name or,[ 0.08346077]
or wa,[ 0.08346077]
that could,[ 0.08346077]
unusual,[ 0.08346077]
unusual name,[ 0.08346077]
amongst,[ 0.0834682]
amongst others,[ 0.0834682]
and drives,[ 0.0834682]
desires and,[ 0.0834682]
must repress,[ 0.0834682]
others one,[ 0.0834682]
repress,[ 0.0834682]
repress some,[ 0.0834682]
some desires,[ 0.0834682]
start amongst,[ 0.0834682]
aspect,[ 0.0834962]
aspect of,[ 0.0834962]
cause ripples,[ 0.0834962]
every aspect,[ 0.0834962]
ripples,[ 0.0834962]
ripples in,[ 0.0834962]
will cause,[ 0.0834962]
have smoked,[ 0.08350679]
salmon in,[ 0.08350679]
your room,[ 0.08350679]
start out,[ 0.08353816]
or pop,[ 0.08353898]
rock or,[ 0.08353898]
earth end,[ 0.0835739]
flaws,[ 0.08362035]
flaws of,[ 0.08362035]
system to,[ 0.08362035]
t very,[ 0.08362035]
the flaws,[ 0.08362035]
the system,[ 0.08362035]
very intere,[ 0.08362035]
iron is,[ 0.08364007]
that iron,[ 0.08364007]
the blood,[ 0.08364007]
with that,[ 0.08366363]
dogs end,[ 0.08373549]
thinking about,[ 0.08376933]
age th,[ 0.08378335]
electronic age,[ 0.08378335]
oor,[ 0.08378335]
oor thing,[ 0.08378335]
painful,[ 0.08378335]
painful in,[ 0.08378335]
sounds painful,[ 0.08378335]
the electronic,[ 0.08378335]
thing sounds,[ 0.08378335]
you oor,[ 0.08378335]
ll have,[ 0.08381041]
my mum,[ 0.08390555]
hell,[ 0.0839131]
to keep,[ 0.08393517]
a high,[ 0.08393644]
ride the,[ 0.0839456]
abot then,[ 0.08395035]
tell it,[ 0.08395035]
was abot,[ 0.08395035]
and in,[ 0.08396427]
being end,[ 0.0839754]
human being,[ 0.0839754]
and computers,[ 0.08399387]
computers dont,[ 0.08399387]
dont really,[ 0.08399387]
fee,[ 0.08399387]
have recollection,[ 0.08399387]
i fee,[ 0.08399387]
recollection,[ 0.08399387]
recollection which,[ 0.08399387]
between computers,[ 0.08399549]
especially between,[ 0.08399549]
humans nature,[ 0.08399549]
nature alw,[ 0.08399549]
yeah especially,[ 0.08399549]
a family,[ 0.08402593]
dashing fellows,[ 0.08407209]
fellows,[ 0.08407209]
fellows end,[ 0.08407209]
really dashing,[ 0.08407209]
interesting hum,[ 0.08410173]
our store,[ 0.08410173]
start thane,[ 0.08410173]
store yet,[ 0.08410173]
thane,[ 0.08410173]
thane you,[ 0.08410173]
to our,[ 0.08410173]
yet interesting,[ 0.08410173]
with friends,[ 0.08418861]
gloves,[ 0.08424477]
start p,[ 0.0842504]
appreciate their,[ 0.08427529]
dont find,[ 0.08427529]
find them,[ 0.08427529]
frigid,[ 0.08427529]
frigid i,[ 0.08427529]
their humor,[ 0.08427529]
them frigid,[ 0.08427529]
caralina,[ 0.08436475]
caralina now,[ 0.08436475]
eating its,[ 0.08436475]
flesh eating,[ 0.08436475]
is flesh,[ 0.08436475]
its in,[ 0.08436475]
north caralina,[ 0.08436475]
virus that,[ 0.08436475]
acoustic,[ 0.08438116]
acoustic modeling,[ 0.08438116]
and acoustic,[ 0.08438116]
done signal,[ 0.08438116]
modeling,[ 0.08438116]
modeling and,[ 0.08438116]
processing and,[ 0.08438116]
signal,[ 0.08438116]
signal processing,[ 0.08438116]
and zeros,[ 0.08440235]
hell does,[ 0.08440235]
mean ones,[ 0.08440235]
ones and,[ 0.08440235]
zeros,[ 0.08440235]
zeros end,[ 0.08440235]
enjoying the,[ 0.08443842]
for what,[ 0.08448846]
the heart,[ 0.08458681]
trek end,[ 0.08459234]
balance,[ 0.08466043]
balance a,[ 0.08466043]
bit that,[ 0.08466043]
can restore,[ 0.08466043]
restore,[ 0.08466043]
restore the,[ 0.08466043]
the balance,[ 0.08466043]
boston well,[ 0.08476516]
cambridge e,[ 0.08476516]
in boston,[ 0.08476516]
in cambridge,[ 0.08476516]
clear,[ 0.08477901]
un,[ 0.08485237]
are showing,[ 0.08485407]
considerable,[ 0.08485407]
considerable intelligence,[ 0.08485407]
showing considerable,[ 0.08485407]
out end,[ 0.08485543]
on speech,[ 0.08493955]
research on,[ 0.08493955]
speech systems,[ 0.08493955]
systems end,[ 0.08493955]
is why,[ 0.0850017]
quite but,[ 0.08513737]
street well,[ 0.08513737]
to cross,[ 0.08513737]
do any,[ 0.08513797]
my offici,[ 0.08513797]
offici,[ 0.08513797]
the research,[ 0.08513797]
actually so,[ 0.08514288]
am over,[ 0.08514288]
